Mod:Item:MetaData, Localized Name
galacticraftcore:cheese_curd, Pajdka Sera
galacticraftcore:meteoric_iron_raw, Surowe Meteorytowe Żelazo
galacticraftcore:item_basic_moon:0, Sztabka Meteorytowego Żelaza
galacticraftcore:item_basic_moon:1, Skompresowane Meteorytowe Żelazo
galacticraftcore:item_basic_moon:2, Lunar Sapphire
galacticraftcore:flag, Flaga
galacticraftcore:parachute:0, Spadochron
galacticraftcore:parachute:1, Czarny Spadochron
galacticraftcore:parachute:2, Jasnoniebieski Spadochron
galacticraftcore:parachute:3, Zielony Spadochron
galacticraftcore:parachute:4, Brązowy Spadochron
galacticraftcore:parachute:5, Niebieski Spadochron
galacticraftcore:parachute:6, Ciemnoszary Spadochron
galacticraftcore:parachute:7, Ciemnozielony Spadochron
galacticraftcore:parachute:8, Jasnoszary Spadochron
galacticraftcore:parachute:9, Fioletowy Spadochron
galacticraftcore:parachute:10, Pomarańczowy Spadochron
galacticraftcore:parachute:11, Różowy Spadochron
galacticraftcore:parachute:12, Purpurowy Spadochron
galacticraftcore:parachute:13, Czerwony Spadochron
galacticraftcore:parachute:14, Turkusowy Spadochron
galacticraftcore:parachute:15, Żółty Spadochron
galacticraftcore:prelaunch_checklist, Pre-Launch Checklist
galacticraftcore:dungeonfinder, Dungeon Locator
galacticraftcore:emergency_kit, Space Emergency Kit
galacticraftcore:ic2compat, item.ic2compat.name
galacticraftplanets:sludge, Szlam Bakteryjny
galacticraftplanets:bucket_sludge, Wiadro Szlamu Bakteryjnego
galacticraftplanets:treasure_t2, Skrzynia Skarbów Poziomu 2
galacticraftplanets:mars:0, Ruda Miedzi
galacticraftplanets:mars:1, Ruda Cyny
galacticraftplanets:mars:2, Ruda Deszu
galacticraftplanets:mars:3, Ruda Żelaza
galacticraftplanets:mars:4, Bruk
galacticraftplanets:mars:5, Marsowy Powierzchniowy Kamień
galacticraftplanets:mars:6, Marsowy Podpowierzchniowy Kamień
galacticraftplanets:mars:7, Ściana Lochu
galacticraftplanets:mars:8, Blok Deszu
galacticraftplanets:mars:9, Marsowy Kamień
galacticraftplanets:cavern_vines, Trujące Pnącza
galacticraftplanets:slimeling_egg:0, Jajo Czerwonego Slimelinga
galacticraftplanets:slimeling_egg:1, Jajo Niebieskiego Slimelinga
galacticraftplanets:slimeling_egg:2, Jajo Żółtego Slimelinga
galacticraftplanets:creeper_egg, Jajo Creepera
galacticraftplanets:mars_machine:0, Terraformator
galacticraftplanets:mars_machine:4, Komora Kriogeniczna
galacticraftplanets:mars_machine:8, Kontroler Startu
galacticraftplanets:mars_machine_t2:0, Skraplacz Gazu
galacticraftplanets:mars_machine_t2:4, Syntezator Metanu
galacticraftplanets:mars_machine_t2:8, Elektrolizer Wodny
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Schody z Marsowego Bruku
galacticraftplanets:mars_stairs_brick, Schody z Marsowych Lochów
galacticraftplanets:carbon_fragments, Sfragmentowany Węgiel
galacticraftplanets:item_basic_mars:0, Desz
galacticraftplanets:item_basic_mars:1, Patyk Deszu
galacticraftplanets:item_basic_mars:2, Sztabka Deszu
galacticraftplanets:item_basic_mars:3, Wzmocniona Płyta Pancerzowa
galacticraftplanets:item_basic_mars:4, Skrzynia dla Slimelinga
galacticraftplanets:item_basic_mars:5, Skompresowany Desz
galacticraftplanets:item_basic_mars:6, Manipulator Płynów
galacticraftplanets:desh_pick, Deszowy Kilof
galacticraftplanets:desh_pick_slime, Lepki Deszowy Kilof
galacticraftplanets:desh_axe, Deszowa Siekiera
galacticraftplanets:desh_hoe, Deszowa Motyka
galacticraftplanets:desh_spade, Deszowa Łopata
galacticraftplanets:desh_sword, Deszowy Miecz
galacticraftplanets:desh_helmet, Deszowy Hełm
galacticraftplanets:desh_chestplate, Deszowy Napierśnik
galacticraftplanets:desh_leggings, Deszowe Nogawice
galacticraftplanets:desh_boots, Deszowe Buty
galacticraftplanets:rocket_t2:0, Rakieta Poziomu 2
galacticraftplanets:rocket_t2:1, Rakieta Poziomu 2
galacticraftplanets:rocket_t2:2, Rakieta Poziomu 2
galacticraftplanets:rocket_t2:3, Rakieta Poziomu 2
galacticraftplanets:rocket_t2:4, Rakieta Poziomu 2
galacticraftplanets:rocket_t2:11, Rakieta Transportowa
galacticraftplanets:rocket_t2:12, Rakieta Transportowa
galacticraftplanets:rocket_t2:13, Rakieta Transportowa
galacticraftplanets:rocket_t2:14, Rakieta Transportowa
galacticraftplanets:key:0, Klucz Lochy Poziomu 3
galacticraftplanets:schematic:0, Schematy Stołu Warsztatowego NASA
galacticraftplanets:schematic:1, Schematy Stołu Warsztatowego NASA
galacticraftplanets:schematic:2, Schematy Stołu Warsztatowego NASA
galacticraftplanets:asteroids_block:0, Kamień Meteorytowy
galacticraftplanets:asteroids_block:1, Kamień Meteorytowy
galacticraftplanets:asteroids_block:2, Kamień Meteorytowy
galacticraftplanets:asteroids_block:3, Ruda Aluminium
galacticraftplanets:asteroids_block:4, Ruda Ilmenitu
galacticraftplanets:asteroids_block:5, Ruda Żelaza
galacticraftplanets:asteroids_block:6, Dark Decoration Block
galacticraftplanets:asteroids_block:7, Titanium Block
galacticraftplanets:walkway:0, Chodnik
galacticraftplanets:walkway:1, Chodnik
galacticraftplanets:walkway:2, Chodnik
galacticraftplanets:beam_reflector, Reflektor Promienia
galacticraftplanets:beam_receiver, Odbiornik Promienia
galacticraftplanets:telepad_short, Krótko-dystansowy Teleporter
galacticraftplanets:dense_ice, Zbity Lód
galacticraftplanets:miner_base, Stacja Drona Górniczego
galacticraftplanets:grapple, Chwytak
galacticraftplanets:rocket_t3:0, Rakieta Poziomu 3
galacticraftplanets:rocket_t3:1, Rakieta Poziomu 3
galacticraftplanets:rocket_t3:2, Rakieta Poziomu 3
galacticraftplanets:rocket_t3:3, Rakieta Poziomu 3
galacticraftplanets:rocket_t3:4, Rakieta Poziomu 3
galacticraftplanets:astro_miner, Dron Górniczy
galacticraftplanets:thermal_padding:0, Wyściółka Termalna Hełmu
galacticraftplanets:thermal_padding:1, Wyściółka Termalna Napierśnika
galacticraftplanets:thermal_padding:2, Wyściółka Termalna Nogawic
galacticraftplanets:thermal_padding:3, Wyściółka Termalna Butów
galacticraftplanets:item_basic_asteroids:0, Sztabka Tytanu
galacticraftplanets:item_basic_asteroids:1, Ciężki Silnik Rakietowy
galacticraftplanets:item_basic_asteroids:2, Wzmocnione Stateczniki
galacticraftplanets:item_basic_asteroids:3, Odłamek Żelaza
galacticraftplanets:item_basic_asteroids:4, Odłamek Tytanu
galacticraftplanets:item_basic_asteroids:5, Wzmocniona Płyta Pancerzowa
galacticraftplanets:item_basic_asteroids:6, Skompresowany Tytan
galacticraftplanets:item_basic_asteroids:7, Wyściółka Termalna
galacticraftplanets:item_basic_asteroids:8, Rdzeń Promienia
galacticraftplanets:item_basic_asteroids:9, Titanium Dust
galacticraftplanets:methane_canister_partial:1, Pełny Kanister Metanu(Gaz)
galacticraftplanets:canister_partial_lox:1, Pełny Kanister Płynnego Tlenu
galacticraftplanets:canister_partial_ln2:1, Pełny Kanister Płynnego Azotu
galacticraftplanets:atmospheric_valve, Zawór Atmosferyczny
galacticraftplanets:heavy_nose_cone:0, Wzmocniona Głowica Statku
galacticraftplanets:orion_drive, Napęd Rudojonowy
galacticraftplanets:titanium_helmet, Tytanowy Hełm
galacticraftplanets:titanium_chestplate, Tytanowy Napierśnik
galacticraftplanets:titanium_leggings, Tytanowe Nogawice
galacticraftplanets:titanium_boots, Tytanowe Buty
galacticraftplanets:titanium_axe, Tytanowa Siekiera
galacticraftplanets:titanium_pickaxe, Tytanowy Kilof
galacticraftplanets:titanium_shovel, Tytanowa Łopata
galacticraftplanets:titanium_hoe, Tytanowa Motyka
galacticraftplanets:titanium_sword, Tytanowy Miecz
galacticraftplanets:strange_seed:0, Strange Seed
galacticraftplanets:strange_seed:1, Strange Seed
galacticraftplanets:sulphuric_acid, Sulfuric Acid
galacticraftplanets:bucket_sulphuric_acid, Sulfuric Acid Bucket
galacticraftplanets:venus:0, Venus Soft Rock
galacticraftplanets:venus:1, Venus Hard Rock
galacticraftplanets:venus:2, Venus Volcanic Rock
galacticraftplanets:venus:3, Pumice
galacticraftplanets:venus:4, Venus Dungeon Brick I
galacticraftplanets:venus:5, Venus Dungeon Brick II
galacticraftplanets:venus:6, Aluminum Ore
galacticraftplanets:venus:7, Copper Ore
galacticraftplanets:venus:8, Galena Ore
galacticraftplanets:venus:9, Quartz Ore
galacticraftplanets:venus:10, Silicon Ore
galacticraftplanets:venus:11, Tin Ore
galacticraftplanets:venus:12, Lead Block
galacticraftplanets:venus:13, Solar Ore
galacticraftplanets:spout, Vapor Spout
galacticraftplanets:boss_spawner_venus, tile.boss_spawner_venus.name
galacticraftplanets:treasure_t3, Skrzynia Skarbów Poziomu 3
galacticraftplanets:web_torch:0, Web String
galacticraftplanets:web_torch:1, Web String
galacticraftplanets:geothermal_generator, Geothermal Generator
galacticraftplanets:crashed_probe, Crashed Probe
galacticraftplanets:venus_rock_scorched, Scorched Venus Rock
galacticraftplanets:solar_array_module, Solar Array Module
galacticraftplanets:solar_array_controller, Solar Array Controller
galacticraftplanets:thermal_padding_t2:0, Isothermal Helm
galacticraftplanets:thermal_padding_t2:1, Isothermal Chestpiece
galacticraftplanets:thermal_padding_t2:2, Isothermal Leggings
galacticraftplanets:thermal_padding_t2:3, Isothermal Boots
galacticraftplanets:basic_item_venus:0, Shield Controller
galacticraftplanets:basic_item_venus:1, Lead Ingot
galacticraftplanets:basic_item_venus:2, Radioisotope Core
galacticraftplanets:basic_item_venus:3, Isothermal Fabric
galacticraftplanets:basic_item_venus:4, Solar Dust
galacticraftplanets:basic_item_venus:5, Solar Array Panel
galacticraftplanets:basic_item_venus:6, Solar Array Wafer
galacticraftplanets:volcanic_pickaxe, Volcanic Pickaxe
galacticraftplanets:key_t3:0, Tier 3 Dungeon Key
galacticraftplanets:atomic_battery, Atomic Battery
millenaire:wood_deco:0, Prosta rama drewniana
millenaire:wood_deco:1, Krzyzowa rama drewniana
millenaire:wood_deco:2, Thatch
millenaire:stone_deco:0, Gliniana cegla
millenaire:stone_deco:1, Wypalona cegla
millenaire:stone_deco:2, Zloty Ornament
millenaire:earth_deco:0, Dirt Wall
millenaire:slab_wood_deco:0, Timber Frame Slab
millenaire:slab_wood_deco:2, Thatch Slab
millenaire:slab_stone_deco:0, Mud Brick Slab
millenaire:slab_stone_deco:1, Cooked Brick Slab
millenaire:stained_glass:0, White Stained Glass Windows
millenaire:stained_glass:1, Yellow Stained Glass Windows
millenaire:stained_glass:2, Yellow & Red Stained Glass Windows
millenaire:stained_glass:3, Red & Blue Stained Glass Windows
millenaire:stained_glass:4, Green & Blue Stained Glass Windows
millenaire:rosette, Rosette Stained Glass Windows
millenaire:stairs_cookedbrick, Cooked Brick Stairs
millenaire:stairs_mudbrick, Mud Brick Stairs
millenaire:stairs_timberframe, Timber Frame Stairs
millenaire:stairs_thatch, Thatch Stairs
millenaire:stairs_byzantine_tiles, Byzantine Tiles Stairs
millenaire:wet_brick:0, Mokra cegla
millenaire:silk_worm:0, Empty Sericulture Block
millenaire:silk_worm:3, Sericulture Block
millenaire:pathdirt, Dirt path
millenaire:pathgravel, Gravel path
millenaire:pathsandstone, Sandstone slabs path
millenaire:pathslabs, Slabs path
millenaire:pathgravelslabs, Slabs and gravel path
millenaire:pathochretiles, Ochre slabs path
millenaire:pathsnow, Snow path
millenaire:pathdirt_slab, Dirt path
millenaire:pathgravel_slab, Gravel path
millenaire:pathsandstone_slab, Sandstone slabs path
millenaire:pathslabs_slab, Slabs path
millenaire:pathgravelslabs_slab, Slabs and gravel path
millenaire:pathochretiles_slab, Ochre slabs path
millenaire:pathsnow_slab, Snow path
millenaire:paper_wall, Paper Wall
millenaire:locked_chest, Budynek
millenaire:byzantine_stone_tiles, Byzantine Stone Tile
millenaire:byzantine_tiles, Byzantine Tiles
millenaire:byzantine_tiles_slab:0, Byzantine Tile Slab
millenaire:alchemistexplosive, Alchemist's Explosive
millenaire:sod:0, Sod Oak Planks
millenaire:sod:1, Sod Spruce Planks
millenaire:sod:2, Sod Birch Planks
millenaire:sod:3, Sod Jungle Planks
millenaire:sod:4, Sod Acacia Planks
millenaire:sod:5, Sod Dark Oak Planks
millenaire:icebrick, Ice Brick
millenaire:snowbrick, Snow Brick
millenaire:inuitcarving, Inuit Carving
millenaire:snowwall, Snow Wall
millenaire:bed_straw, Straw Bed
millenaire:import_table, Import Table
millenaire:sapling_appletree, Apple Tree Sapling
millenaire:leaves_appletree, Apple Tree Leaves
millenaire:markerblock:0, Preserve Ground
millenaire:markerblock:1, Sleeping Pos
millenaire:markerblock:2, Selling Pos
millenaire:markerblock:3, Crafting Pos
millenaire:markerblock:4, Defending Pos
millenaire:markerblock:5, Shelter Pos
millenaire:markerblock:6, Path Start Pos
millenaire:markerblock:7, Leisure Pos
millenaire:markerblock:8, Stall Pos
millenaire:markerblock:9, Brick Drying Pos
millenaire:markerblock:10, Healing Pos
millenaire:markerblock:11, Fishing Pos
millenaire:mainchest, Main Chest
millenaire:animalspawn:0, Cow Spawn Point
millenaire:animalspawn:1, Pig Spawn Point
millenaire:animalspawn:2, Sheep Spawn Point
millenaire:animalspawn:3, Chicken Spawn Point
millenaire:animalspawn:4, Squid Spawn Point
millenaire:animalspawn:5, Wolf Spawn Point
millenaire:animalspawn:6, tile.millenaire.animalspawn.polarbear.name
millenaire:source:0, Stone Source Block
millenaire:source:1, Sand Source Block
millenaire:source:2, Sandstone Source Block
millenaire:source:3, Clay Source Block
millenaire:source:4, Gravel Source Block
millenaire:source:5, Granite Source Block
millenaire:source:6, Diorite Source Block
millenaire:source:7, Andesite Source Block
millenaire:source:8, Snow Source Block
millenaire:source:9, Ice Source Block
millenaire:source:10, Red Sandstone Source Block
millenaire:source:11, Quartz Source Block
millenaire:freeblock:0, Free Stone
millenaire:freeblock:1, Free Sand
millenaire:freeblock:2, Free Gravel
millenaire:freeblock:3, Free Sandstone
millenaire:freeblock:4, Free Wool
millenaire:treespawn:0, Oak Spawn Point
millenaire:treespawn:1, Pine Spawn Point
millenaire:treespawn:2, Birch Spawn Point
millenaire:treespawn:3, Jungle Spawn Point
millenaire:treespawn:4, Acacia Spawn Point
millenaire:treespawn:5, Dark Oak Spawn Point
millenaire:treespawn:6, Apple Tree Spawn Point
millenaire:soil:0, Wheat Soil
millenaire:soil:1, Rice Soil
millenaire:soil:2, Turmeric Soil
millenaire:soil:3, Sugar Cane Soil
millenaire:soil:4, Potato Soil
millenaire:soil:5, Nether Wart Soil
millenaire:soil:6, Vine Soil
millenaire:soil:7, Maize Soil
millenaire:soil:8, Cacao Soil
millenaire:soil:9, Carrot Soil
millenaire:soil:10, tile.millenaire.soil.flowersoil.name
millenaire:decorblock:0, Norman Tapestry
millenaire:decorblock:1, Indian Statue
millenaire:decorblock:2, Byzantine Icon Small
millenaire:decorblock:3, Byzantine Icon Medium
millenaire:decorblock:4, Byzantine Icon Large
millenaire:decorblock:5, Maya Statue
millenaire:decorblock:6, tile.millenaire.decorblock.hidehanging.name
millenaire:fire_pit, Fire Pit
millenaire:summoningwand, Rozdzka przywolania
millenaire:negationwand, Wand of Negation
millenaire:denier, Denier
millenaire:denierargent, Denier Argent
millenaire:denieror, Denier Or
millenaire:purse, Deniers Pouch
millenaire:rice, Ryz
millenaire:turmeric, Kurkuma
millenaire:maize, Kukurydza
millenaire:grapes, Grapes
millenaire:normanpickaxe, Kilof Normanow
millenaire:normanaxe, Topor Normanow
millenaire:normanshovel, lopata Normanow
millenaire:normanhoe, Motyka Normanow
millenaire:mayanpickaxe, Obsidian Pickaxe
millenaire:mayanaxe, Obsidian Axe
millenaire:mayanshovel, Obsidian Shovel
millenaire:mayanhoe, Obsidian Hoe
millenaire:normanbroadsword, Dlugi miecz Normanow
millenaire:mayanmace, Obsidian Mace
millenaire:tachisword, Tachi
millenaire:byzantinemace, Byzantine Mace
millenaire:inuittrident, Kakivak
millenaire:yumibow, Yumi Bow
millenaire:inuitbow, Pitiksi Bow
millenaire:normanhelmet, Helm Normanow
millenaire:normanplate, Zbroja plytowa Normanow
millenaire:normanlegs, Nogawice Normanow
millenaire:normanboots, Buty Normanow
millenaire:japanesebluehelmet, Blue ō-yoroi helmet
millenaire:japaneseblueplate, Blue ō-yoroi chestplate
millenaire:japanesebluelegs, Blue ō-yoroi leggings
millenaire:japaneseblueboots, Blue ō-yoroi boots
millenaire:japaneseredhelmet, Red ō-yoroi helmet
millenaire:japaneseredplate, Red ō-yoroi chestplate
millenaire:japaneseredlegs, Red ō-yoroi leggings
millenaire:japaneseredboots, Red ō-yoroi boots
millenaire:japaneseguardhelmet, Keiko helmet
millenaire:japaneseguardplate, Keiko chestplate
millenaire:japaneseguardlegs, Keiko leggings
millenaire:japaneseguardboots, Keiko boots
millenaire:byzantinehelmet, Byzantine Helmet
millenaire:byzantineplate, Byzantine Chestplate
millenaire:byzantinelegs, Byzantine Leggings
millenaire:byzantineboots, Byzantine Boots
millenaire:furhelmet, Fur Hood
millenaire:furplate, Fur Coat
millenaire:furlegs, Fur Leggings
millenaire:furboots, Fur Boots
millenaire:ciderapple, Jablko
millenaire:cider, Jablecznik
millenaire:calva, Calva
millenaire:boudin, Boudin Noir
millenaire:tripes, Tripes
millenaire:vegcurry, Curry wegetarianskie
millenaire:chickencurry, Curry drobiowe
millenaire:rasgulla, Rasgulla
millenaire:masa, Masa
millenaire:wah, Wah
millenaire:cacauhaa, Cacauhaa
millenaire:udon, Udon
millenaire:sake, Sake
millenaire:ikayaki, Ikayaki
millenaire:feta, Feta
millenaire:souvlaki, Souvlaki
millenaire:winebasic, Wine
millenaire:winefancy, Malvasia Wine
millenaire:bearmeat_raw, Raw Bear Meat
millenaire:bearmeat_cooked, Bear Steak
millenaire:wolfmeat_raw, Raw Wolf Meat
millenaire:wolfmeat_cooked, Wolf Steak
millenaire:seafood_raw, Raw Sea Meat
millenaire:seafood_cooked, Sea Meat
millenaire:inuitpotatostew, Inuit Potato Stew
millenaire:inuitmeatystew, Inuit Meat Stew
millenaire:inuitbearstew, Inuit Bear Stew
millenaire:tapestry, Normandzki gobelin
millenaire:indianstatue, Hinduski posag
millenaire:mayanstatue, Rzezba Majow
millenaire:byzantineiconsmall, Small Byzantine Icon
millenaire:byzantineiconmedium, Medium Byzantine Icon
millenaire:byzantineiconlarge, Large Byzantine Icon
millenaire:hidehanging, Hanging Hide
millenaire:parchment_normanvillagers, Normanscy wiesniacy
millenaire:parchment_normanbuildings, Normanskie budynki
millenaire:parchment_normanitems, Normanskie przednioty
millenaire:parchment_normanfull, Kompletny zwoj Normanow
millenaire:parchment_indianvillagers, Hinduscy wiesniacy
millenaire:parchment_indianbuildings, Hinduskie budynki
millenaire:parchment_indianitems, Hinduskie przedmioty
millenaire:parchment_indianfull, Kompletny zwoj Hindusow
millenaire:parchment_mayanvillagers, Wiesniacy Majow
millenaire:parchment_mayanbuildings, Budynki Majow
millenaire:parchment_mayanitems, Przedmioty Majow
millenaire:parchment_mayanfull, Kompletny zwoj Majow
millenaire:parchment_japanesevillagers, Japanese Villagers
millenaire:parchment_japanesebuildings, Japanese Buildings
millenaire:parchment_japaneseitems, Japanese Objects
millenaire:parchment_japanesefull, Complete Japanese Scroll
millenaire:parchment_villagescroll, Zwoj wioski
millenaire:brickmould, Paleta cegiel
millenaire:obsidianflake, Obsidian Flake
millenaire:silk, Silk
millenaire:clothes_byz_wool, Wool Byzantine clothes
millenaire:clothes_byz_silk, Silk Byzantine clothes
millenaire:vishnu_amulet, Amulet of Vishnu
millenaire:alchemist_amulet, Amulet of the Alchemist
millenaire:yggdrasil_amulet, Amulet Yddrasil
millenaire:skoll_hati_amulet, Amulet Sk�ll i Hati
millenaire:ulu, Ulu
millenaire:tannedhide, Treated Hide
millenaire:parchment_sadhu, Book of the Sadhu
millenaire:unknownpowder, Unknown Powder
millenaire:mayanquestcrown, Maya Crown
